id_vaga,id_candidato,proba
11554,46588,0.5190367892958535
11641,44295,0.6485113327524167
11660,44181,0.6554938965085316
11660,45493,0.5911703733350882
11684,16415,0.5911703733350882
11684,11007,0.5911703733350882
11713,40419,0.6823086549102558
11713,23949,0.5588675597988061
11725,44220,0.6344686578351442
11725,44300,0.5924259534635943
11731,296,0.6928502794366076
11732,36510,0.6813389318813655
11734,44202,0.6485113327524167
11734,44210,0.5624262260090522
11738,44212,0.6826562498547879
11754,44304,0.6485113327524167
11758,44619,0.6485113327524167
11758,44349,0.6211588215700091
11762,7775,0.5588675597988061
11766,10214,0.7534421994182464
11766,8445,0.5832460254929858
11778,9208,0.6155316331051354
11778,9211,0.5911703733350882
11779,43137,0.5911703733350882
11779,43138,0.5911703733350882
11781,21762,0.7257636614647354
11781,44410,0.6870775007083769
11782,42556,0.6859960668332202
11782,44357,0.5987736551709585
11786,14674,0.5911703733350882
11786,16275,0.5911703733350882
11800,18624,0.4864854295957249
11803,39927,0.5925970433494209
11804,44528,0.7160445536065363
11804,44874,0.6989868051696412
11808,44552,0.5357297792216927
11812,16247,0.6822531123368558
11813,29759,0.5911703733350882
11815,12470,0.5588675597988061
11815,13577,0.5588675597988061
11817,7836,0.8282945208670103
11817,18656,0.8282945208670103
11821,44542,0.6817454011635982
11823,5072,0.729248065121143
11823,40162,0.5911703733350882
11824,41288,0.5299995301463443
11829,3170,0.68470885635999
11831,19440,0.6196038834531912
11832,43140,0.8276579698909053
11832,13024,0.7845406806423553
11839,46,0.6987200780799793
11842,16667,0.6659924325996425
11842,20548,0.6615041635981735
11853,44643,0.7167503995610401
11853,28495,0.6893676460030462
11859,46234,0.8113622758865325
11859,45114,0.7992112277521557
11860,45118,0.7577204289351273
11860,43400,0.7521626969448854
11861,44595,0.5996061432899832
11864,44696,0.6359853910546606
11864,44701,0.6328257503760113
11867,44747,0.8031819757541984
11867,44730,0.782943887483149
11869,36573,0.5911703733350882
11870,41373,0.6135704974102992
11870,42118,0.5239783694013889
11871,44711,0.482576644101916
11875,38328,0.6812071411527296
11875,44773,0.6093441770210959
11880,44807,0.5885330863866882
11880,44749,0.464150093181061
11882,36189,0.5504772058414347
11882,17684,0.5504772058414347
11883,44797,0.6164707689013709
11883,39392,0.5832460254929858
11885,45113,0.4970676710512811
11886,3178,0.6591404546261894
11886,14126,0.5117237377517876
11887,42346,0.7180408367339025
11887,44119,0.6520274030757708
11888,24366,0.6791172500023686
11888,45060,0.5715812021586368
11889,44817,0.680703061450866
11891,44823,0.6266876343819221
11892,29023,0.6760742858122207
11892,44822,0.6520274030757708
11895,42536,0.6413196392387369
11908,44893,0.7948096629312013
11910,6669,0.5189918682182788
11911,45269,0.7904320579009091
11911,47213,0.7872491016845965
11917,33956,0.5911703733350882
11917,20716,0.5911703733350882
11918,42289,0.5911703733350882
11918,20460,0.5911703733350882
11921,45079,0.7273408999774383
11921,2857,0.5911703733350882
11923,15661,0.8360154349720197
11923,29572,0.8327154916941327
11925,45231,0.7915219037712857
11925,45946,0.7682075421215963
11926,40908,0.5911703733350882
11926,43396,0.5911703733350882
11928,30672,0.7016109690417098
11928,17723,0.5911703733350882
11933,44960,0.6408483705515836
11933,44156,0.5462753110422381
11934,45200,0.5911703733350882
11934,35937,0.5911703733350882
11936,45059,0.8341028076935205
11936,45125,0.8327084313335359
11937,44964,0.7233121503644061
11945,45129,0.6461886793718681
11945,45104,0.6270229501331632
11946,45105,0.6271463201091215
11946,45257,0.6271463201091215
11948,44972,0.6991457506269175
11948,35776,0.5911703733350882
11950,45011,0.6881214551782401
11950,45022,0.6881214551782401
11951,45002,0.5911703733350882
11952,14910,0.5832460254929858
11954,37295,0.8326422743691512
11954,23356,0.5911703733350882
11957,45067,0.6146190609151304
11958,6031,0.6196038834531912
11960,14875,0.6910395807426674
11960,8810,0.6891840480542981
11962,41620,0.6910395807426674
11962,34162,0.6910395807426674
11963,29301,0.6910395807426674
11963,45051,0.6893676460030462
11966,21966,0.5911703733350882
11966,25053,0.5911703733350882
11967,39922,0.6159646499895167
11967,45108,0.5911703733350882
11968,24906,0.7466855857417233
11968,45108,0.5911703733350882
11969,30174,0.5911703733350882
11970,36573,0.5911703733350882
11971,13926,0.5911703733350882
11971,13985,0.5911703733350882
11972,43519,0.8045918030231075
11972,41373,0.5911703733350882
11977,46328,0.8014351731245404
11977,45356,0.7950289297593031
11980,5072,0.6615041635981735
11983,14107,0.4979248239303496
11990,21676,0.8216186190001111
11990,45192,0.5832460254929858
11992,45267,0.8459977866835272
11992,45116,0.7577204289351273
11997,45044,0.8362558697963202
11997,45146,0.8321145683432728
11998,9147,0.6804526666380355
11998,33202,0.6804526666380355
11999,45151,0.5911703733350882
11999,45145,0.5911703733350882
12004,45362,0.6271463201091215
12005,45390,0.6333036253889386
12007,45242,0.5368397140950524
12010,45252,0.7924548130275202
12010,45253,0.7898528580997666
12011,45431,0.5149443216836863
12012,45292,0.7339265661495079
12012,45290,0.6041550756471956
12013,45255,0.8321145683432728
12013,45282,0.8321145683432728
12018,46240,0.6887257588079144
12018,46241,0.6887257588079144
12019,45294,0.6838738418588433
12019,14677,0.6838738418588433
12021,45106,0.6907912089579288
12022,21800,0.7409586975621865
12022,16663,0.5578405695061249
12024,19348,0.827889922431452
12024,987,0.5832460254929858
12034,13926,0.6891633924501132
12041,24330,0.47976681223337003
12046,37295,0.729248065121143
12046,45345,0.5911703733350882
12050,14130,0.6554010526345606
12059,45392,0.5911703733350882
12059,26095,0.5911703733350882
12060,45460,0.6907912089579288
12061,19793,0.47976681223337003
12062,45428,0.8225741710167601
12062,45443,0.8225741710167601
12067,45458,0.5018442329647673
12068,21433,0.5911703733350882
12070,5072,0.6928502794366076
12075,44510,0.6132266051095367
12075,40882,0.5832460254929858
12076,45517,0.7266299206797451
12076,33639,0.7266299206797451
12077,45488,0.7405932328161745
12078,45583,0.796983856129756
12081,45519,0.729248065121143
12081,25546,0.6155316331051354
12084,45529,0.8341028076935205
12084,37295,0.8341028076935205
12085,45512,0.695947171082919
12090,45002,0.8361862317311811
12090,45510,0.7466855857417233
12093,2087,0.6146190609151304
12095,41311,0.8341028076935205
12095,45544,0.7722662420984028
12096,14167,0.5099451116281222
12102,46150,0.5948902676376855
12103,37424,0.6135704974102992
12107,23356,0.5911703733350882
12107,36155,0.5911703733350882
12119,27956,0.4736051665399704
12122,20548,0.6891840480542981
12124,10214,0.5948902676376855
12130,45582,0.6061168167258362
12132,12959,0.5234444757969106
12139,33643,0.6976531759025419
12139,35831,0.6647109605050178
12150,45783,0.7400061486294458
12150,45639,0.6989868051696412
12151,41826,0.7160445536065363
12151,950,0.6322590770184442
12152,46897,0.6391375555992179
12152,46853,0.6364504751362656
12160,14970,0.4979248239303496
12167,27560,0.7924548130275202
12167,14970,0.7898528580997666
12169,41355,0.6726361775502855
12169,45744,0.6520274030757708
12173,45960,0.7277786974650866
12173,10214,0.6907912089579288
12174,13976,0.6196038834531912
12176,45863,0.6479879769314114
12176,45768,0.5809665976912299
12177,21081,0.4594914079620278
12179,45772,0.7758540402548573
12179,45769,0.46800374784259985
12181,950,0.49965379566795143
12184,45777,0.7138577594555384
12190,15401,0.8250386318633854
12190,34165,0.7924548130275202
12191,46109,0.8151019113464798
12191,46140,0.8151019113464798
12199,45639,0.6211588215700091
12213,46126,0.5647465669260581
12217,23519,0.6882003812271729
12218,45893,0.680703061450866
12219,45887,0.7277786974650866
12220,45889,0.7167503995610401
12221,29168,0.6173137922200594
12225,20548,0.8323636840757683
12225,21598,0.5911703733350882
12226,43268,0.5911703733350882
12226,43375,0.5911703733350882
12230,46056,0.5085892145238189
12230,45914,0.48477712020531055
12233,26651,0.6146190609151304
12235,45928,0.6989868051696412
12235,45992,0.6061168167258362
12240,45732,0.6599840010377143
12243,37052,0.6577752015358567
12245,46004,0.5086273088670291
12251,46303,0.6413196392387369
12255,46694,0.6706479288298851
12261,46274,0.7981412687756747
12261,22177,0.579206976576294
12266,46348,0.6812071411527296
12266,46322,0.6775561608459012
12286,46080,0.6173137922200594
12288,46087,0.6413196392387369
12288,22135,0.6196038834531912
12294,46087,0.6909070080657476
12294,35425,0.6907912089579288
12300,7820,0.8361862317311811
12300,21081,0.8342789476055925
12301,46148,0.5504772058414347
12301,46182,0.5504772058414347
12306,46261,0.7162249511383479
12306,36439,0.6946574849489305
12307,46643,0.6061168167258362
12307,46184,0.5518024788152035
12309,33095,0.5504772058414347
12309,17229,0.5504772058414347
12310,46175,0.8164096774941806
12310,24957,0.5832460254929858
12313,45586,0.680703061450866
12314,16747,0.6728858059404659
12319,10709,0.5948902676376855
12320,11776,0.8355283074340205
12321,46212,0.5911703733350882
12321,805,0.5911703733350882
12325,1852,0.5911703733350882
12326,46334,0.6820316138431376
12326,46228,0.596665303565779
12331,46154,0.7466855857417233
12333,10759,0.6173137922200594
12345,46224,0.7489849587996426
12345,18326,0.7489849587996426
12347,46231,0.7967429754020688
12350,46292,0.5911703733350882
12350,46283,0.5533633110177738
12351,46242,0.6196038834531912
12352,37892,0.5504772058414347
12352,9855,0.5504772058414347
12356,15504,0.6413196392387369
12359,46143,0.8323299712124385
12360,45482,0.5911703733350882
12360,45483,0.5911703733350882
12362,46275,0.8199700352097766
12363,46172,0.5911703733350882
12364,29487,0.6333036253889386
12364,46395,0.6331084307990099
12365,46358,0.6813389318813655
12366,46358,0.606187967727183
12367,30579,0.6917289118017852
12367,46354,0.5234444757969106
12368,46084,0.805502578854204
12370,46459,0.7710689766994283
12370,46944,0.766453880087872
12376,46246,0.6146155694869502
12377,11355,0.5234444757969106
12382,43908,0.46800374784259985
12383,46394,0.6413196392387369
12383,46366,0.6173137922200594
12388,17546,0.606187967727183
12388,46080,0.5948902676376855
12389,2420,0.47976681223337003
12391,46432,0.6987200780799793
12391,13827,0.6043477743354814
12396,686,0.6413196392387369
12398,46418,0.6196038834531912
12402,46495,0.7277786974650866
12406,21183,0.6333036253889386
12407,20530,0.5916403804471302
12408,35425,0.6413196392387369
12411,46589,0.7000005205622357
12411,46433,0.6869109675394153
12414,46427,0.7437725663489992
12414,46426,0.6267835280266806
12417,33256,0.7966882467715188
12417,46579,0.47766325957584255
12419,47012,0.579206976576294
12419,46491,0.47766325957584255
12422,36634,0.510777930350748
12423,47696,0.7167503995610401
12423,46474,0.6989868051696412
12424,46474,0.6989868051696412
12424,46589,0.6599840010377143
12427,46433,0.6869109675394153
12427,46796,0.6599840010377143
12428,46485,0.6328257503760113
12430,46590,0.6989868051696412
12436,44996,0.6388828053392329
12436,46613,0.6388828053392329
12437,46509,0.6097901311854097
12437,46510,0.6097901311854097
12438,46696,0.6388828053392329
12438,46516,0.6097901311854097
12441,46611,0.70771425453368
12441,46610,0.70771425453368
12444,41052,0.8342848683759753
12444,41051,0.5840619141642747
12445,46530,0.6093187243879937
12446,45423,0.8493311200168605
12446,45171,0.716971281725802
12448,17279,0.6742317838547489
12449,12450,0.5731026629489109
12449,40852,0.5731026629489109
12450,46542,0.5966627790927892
12451,46324,0.6891840480542981
12460,833,0.6907912089579288
12467,36594,0.579206976576294
12468,46594,0.6286763250722439
12469,46130,0.6881214551782401
12469,46129,0.6881214551782401
12472,34419,0.7128246633377195
12472,12050,0.6727409524788874
12473,46001,0.6912677015056738
12476,21081,0.6173137922200594
12482,46638,0.7277786974650866
12482,13105,0.47976681223337003
12486,18088,0.6784667801280313
12486,13600,0.6784667801280313
12488,29325,0.653817510418778
12489,46662,0.511259112960824
12494,11191,0.68470885635999
12494,46679,0.680703061450866
12505,46855,0.720953534947434
12505,46880,0.720953534947434
12507,47013,0.8342848683759753
12507,47012,0.8342848683759753
12509,47248,0.7233121503644061
12509,46758,0.720953534947434
12510,46577,0.7854180939652055
12511,46175,0.7934948859173117
12512,14018,0.579206976576294
12512,42381,0.579206976576294
12515,47057,0.6520892287710434
12516,46205,0.5826704515768144
12517,46764,0.6361590837093447
12522,46129,0.6881214551782401
12524,46770,0.6361590837093447
12528,26915,0.644934886546373
12528,47163,0.6114070496772591
12529,40575,0.5911703733350882
12529,38330,0.5533633110177738
12532,46334,0.68470885635999
12534,46811,0.583766684342312
12534,46958,0.583766684342312
12535,28820,0.47976681223337003
12536,46835,0.7321352286998962
12536,46832,0.7078616142581622
12538,47350,0.6450320570456652
12538,7358,0.6236523740569735
12540,46508,0.6093187243879937
12541,46378,0.579206976576294
12543,46847,0.6143032872086682
12547,46130,0.7945155261304048
12547,46129,0.7945155261304048
12549,40865,0.7173283517776974
12549,45265,0.7051793529618874
12554,46964,0.5462753110422381
12557,46952,0.7277786974650866
12557,46979,0.7078686126599827
12563,31127,0.8056081879538938
12563,25952,0.7898528580997666
12566,46932,0.583766684342312
12566,46931,0.583766684342312
12574,19702,0.47976681223337003
12574,15400,0.47976681223337003
12575,44830,0.7872491016845965
12576,46276,0.6907912089579288
12576,47008,0.6904795517452792
12580,12887,0.6890792731256962
12580,41516,0.47976681223337003
